Timestamp,model 1,model 2,model 3,model 4,model 5,average
2016-05-31 21:10:00+00:00,0.9802784,0.9649031,0.9753432,0.96041775,0.96452457,0.96909344
2016-05-31 21:20:00+00:00,0.9797965,0.9644326,0.9746727,0.95998204,0.96410197,0.9685971
2016-05-31 21:30:00+00:00,0.9794152,0.9640173,0.9741261,0.9596124,0.96374846,0.9681839
2016-05-31 21:40:00+00:00,0.97915256,0.96366775,0.9737108,0.9593245,0.9634285,0.96785676
2016-05-31 21:50:00+00:00,0.9788611,0.96332157,0.9732218,0.9590247,0.9631179,0.9675094
2016-05-31 22:00:00+00:00,0.97861624,0.96298015,0.9727814,0.9587538,0.9628017,0.9671866
2016-05-31 22:10:00+00:00,0.97827363,0.9625604,0.97222245,0.9583987,0.96240044,0.9667711
2016-05-31 22:20:00+00:00,0.97804236,0.9621959,0.971753,0.9581053,0.9620775,0.9664348
2016-05-31 22:30:00+00:00,0.9778285,0.96180284,0.9712508,0.95780396,0.9617153,0.9660803
2016-05-31 22:40:00+00:00,0.9776777,0.9614984,0.97094333,0.95759356,0.9614401,0.9658306
2016-05-31 22:50:00+00:00,0.97752905,0.9612826,0.97068727,0.9574274,0.96126497,0.9656383
2016-05-31 23:00:00+00:00,0.97733665,0.9610572,0.9703909,0.95724684,0.96109307,0.9654249
2016-05-31 23:10:00+00:00,0.9771794,0.9608201,0.9700918,0.95706594,0.960871,0.96520555
2016-05-31 23:20:00+00:00,0.9770452,0.9605967,0.9697615,0.9568905,0.96068025,0.9649948
2016-05-31 23:30:00+00:00,0.97689986,0.96033,0.9694121,0.9567097,0.96043193,0.96475667
2016-05-31 23:40:00+00:00,0.9767879,0.9601182,0.96914184,0.95656335,0.9602478,0.96457183
2016-05-31 23:50:00+00:00,0.976724,0.959923,0.96889925,0.9564321,0.960109,0.96441746
2016-06-01 00:00:00+00:00,0.97664726,0.9597473,0.9686773,0.95631784,0.9599759,0.9642731
2016-06-01 00:10:00+00:00,0.97660875,0.9595783,0.9684609,0.9562122,0.95985234,0.9641425
2016-06-01 00:20:00+00:00,0.97653127,0.9594364,0.9681703,0.9561214,0.95969474,0.96399087
2016-06-01 00:30:00+00:00,0.97644675,0.9593915,0.9678724,0.95609134,0.9595716,0.9638747
2016-06-01 00:40:00+00:00,0.97645175,0.9593537,0.9677092,0.9560706,0.959524,0.9638219
2016-06-01 00:50:00+00:00,0.9764869,0.95932627,0.967641,0.9560596,0.9595182,0.96380633
2016-06-01 01:00:00+00:00,0.9764856,0.9592751,0.96753967,0.95602876,0.9594948,0.9637648
2016-06-01 01:10:00+00:00,0.97646415,0.95920694,0.96742105,0.95598346,0.9594664,0.9637084
2016-06-01 01:20:00+00:00,0.9763588,0.9590609,0.9672462,0.9558746,0.95937395,0.9635829
2016-06-01 01:30:00+00:00,0.9762527,0.9589238,0.9670869,0.95577013,0.95930564,0.9634679
2016-06-01 01:40:00+00:00,0.9761244,0.9587631,0.966907,0.95564556,0.9592101,0.96333
2016-06-01 01:50:00+00:00,0.9760097,0.9586332,0.9667541,0.95554453,0.9591353,0.96321535
2016-06-01 02:00:00+00:00,0.9760088,0.9586203,0.96674347,0.95553803,0.95915854,0.9632138
2016-06-01 02:10:00+00:00,0.97600996,0.9586116,0.9667387,0.9555271,0.9591975,0.96321696
2016-06-01 02:20:00+00:00,0.9759954,0.9585749,0.9667127,0.9554934,0.95916045,0.9631874
2016-06-01 02:30:00+00:00,0.9760277,0.95861673,0.9667523,0.95551413,0.95917666,0.96321756
2016-06-01 02:40:00+00:00,0.97608626,0.9586873,0.9667946,0.9555602,0.959209,0.9632675
2016-06-01 02:50:00+00:00,0.9760834,0.95868134,0.9667733,0.95554745,0.9592396,0.96326494
2016-06-01 03:00:00+00:00,0.97603583,0.9586022,0.9667121,0.9554831,0.9592103,0.9632087
2016-06-01 03:10:00+00:00,0.9760741,0.9586246,0.9667705,0.95549935,0.95926017,0.96324575
2016-06-01 03:20:00+00:00,0.9760891,0.9586097,0.96680486,0.9554885,0.95926654,0.9632517
2016-06-01 03:30:00+00:00,0.97614026,0.95864964,0.966882,0.9555097,0.95932066,0.9633004
2016-06-01 03:40:00+00:00,0.9761518,0.9586221,0.9669477,0.95548487,0.95932525,0.9633063
2016-06-01 03:50:00+00:00,0.9761486,0.9585918,0.9669862,0.955463,0.9593332,0.9633045
2016-06-01 04:00:00+00:00,0.9761636,0.9585786,0.96704805,0.9554522,0.9593781,0.96332407
2016-06-01 04:10:00+00:00,0.9761952,0.9585321,0.9672235,0.95542794,0.959447,0.9633652
2016-06-01 04:20:00+00:00,0.97622836,0.95855916,0.96730494,0.9554498,0.9595001,0.96340847
2016-06-01 04:30:00+00:00,0.9762732,0.958704,0.9673221,0.95555234,0.95956296,0.963483
2016-06-01 04:40:00+00:00,0.9763217,0.9589592,0.96727777,0.95572674,0.9596559,0.96358824
2016-06-01 04:50:00+00:00,0.97636163,0.9592085,0.96722615,0.95590264,0.95969844,0.9636795
2016-06-01 05:00:00+00:00,0.9763948,0.95944726,0.96716094,0.95606875,0.95972085,0.96375847
2016-06-01 05:10:00+00:00,0.97643805,0.9596801,0.9671289,0.95622927,0.9597524,0.96384573
2016-06-01 05:20:00+00:00,0.97646606,0.9598808,0.967096,0.9563715,0.9597757,0.96391803
2016-06-01 05:30:00+00:00,0.9764873,0.9600229,0.9670714,0.9564694,0.9597961,0.9639694
2016-06-01 05:40:00+00:00,0.9765264,0.9601363,0.96708584,0.9565501,0.9598216,0.96402407
2016-06-01 05:50:00+00:00,0.9765307,0.96022487,0.9670578,0.9566085,0.95983386,0.9640511
2016-06-01 06:00:00+00:00,0.97658336,0.9603392,0.9671171,0.95669127,0.95987487,0.96412116
2016-06-01 06:10:00+00:00,0.976601,0.9604056,0.96716774,0.956736,0.95990396,0.9641628
2016-06-01 06:20:00+00:00,0.97661185,0.9604677,0.9671986,0.95678234,0.95993054,0.96419823
2016-06-01 06:30:00+00:00,0.9766282,0.9605591,0.9671984,0.95684814,0.9599426,0.9642353
2016-06-01 06:40:00+00:00,0.97664285,0.9606947,0.96716166,0.9569451,0.95995617,0.9642801
2016-06-01 06:50:00+00:00,0.9766134,0.9607943,0.96706474,0.95701134,0.95994407,0.96428555
2016-06-01 07:00:00+00:00,0.9765936,0.9608431,0.96701264,0.9570408,0.95994276,0.9642866
2016-06-01 07:10:00+00:00,0.97658813,0.96085787,0.9669969,0.95705163,0.9599309,0.9642851
2016-06-01 07:20:00+00:00,0.9765537,0.9608309,0.9669697,0.9570339,0.9598999,0.9642576
2016-06-01 07:30:00+00:00,0.97655976,0.9608288,0.96697176,0.9570368,0.9598974,0.96425885
2016-06-01 07:40:00+00:00,0.9765786,0.9608418,0.96699274,0.95704854,0.95991373,0.96427506
2016-06-01 07:50:00+00:00,0.97661436,0.96086466,0.9670348,0.9570753,0.9599401,0.9643059
2016-06-01 08:00:00+00:00,0.9766122,0.9608668,0.9670272,0.95707643,0.95994353,0.9643053
2016-06-01 08:10:00+00:00,0.9766078,0.96086836,0.9670197,0.95707864,0.959941,0.96430314
2016-06-01 08:20:00+00:00,0.97660327,0.96086967,0.9670124,0.95707923,0.95993793,0.96430045
2016-06-01 08:30:00+00:00,0.9765879,0.9608495,0.9669906,0.9570653,0.9599131,0.96428126
2016-06-01 08:40:00+00:00,0.97657955,0.96085286,0.9669436,0.9570629,0.9598909,0.964266
2016-06-01 08:50:00+00:00,0.9765091,0.96079254,0.9668393,0.95701,0.95981216,0.96419257
2016-06-01 09:00:00+00:00,0.9764153,0.960691,0.96669567,0.9569266,0.959669,0.9640795
2016-06-01 09:10:00+00:00,0.97634745,0.96065056,0.9665526,0.9568778,0.95957685,0.96400106
2016-06-01 09:20:00+00:00,0.97627914,0.9606099,0.9664314,0.95683104,0.9595286,0.963936
2016-06-01 09:30:00+00:00,0.97627234,0.96061087,0.96641564,0.9568323,0.9595188,0.96393
2016-06-01 09:40:00+00:00,0.97626126,0.96061325,0.9663658,0.9568302,0.9594853,0.9639112
2016-06-01 09:50:00+00:00,0.976225,0.96057796,0.9663068,0.95680135,0.9594408,0.9638704
2016-06-01 10:00:00+00:00,0.97615945,0.96042633,0.96624136,0.95668745,0.9593499,0.96377295
2016-06-01 10:10:00+00:00,0.97610056,0.96028423,0.966151,0.9565793,0.959251,0.96367323
2016-06-01 10:20:00+00:00,0.97603834,0.9602332,0.9659984,0.95653033,0.9591503,0.96359
2016-06-01 10:30:00+00:00,0.9759681,0.96019197,0.9658289,0.9564866,0.95904994,0.96350515
2016-06-01 10:40:00+00:00,0.9759052,0.96013105,0.9656863,0.95642716,0.9589639,0.96342266
2016-06-01 10:50:00+00:00,0.97589004,0.96015334,0.96559,0.9564353,0.9589403,0.9634018
2016-06-01 11:00:00+00:00,0.9758812,0.96019375,0.96550274,0.95645297,0.9589273,0.9633916
2016-06-01 11:10:00+00:00,0.97584975,0.960189,0.9654008,0.95643747,0.95889425,0.9633543
2016-06-01 11:20:00+00:00,0.97585857,0.96025753,0.9653028,0.9564773,0.9588837,0.963356
2016-06-01 11:30:00+00:00,0.97582376,0.96024144,0.96519935,0.95645213,0.9588492,0.9633132
2016-06-01 11:40:00+00:00,0.9758018,0.96024024,0.9651128,0.956443,0.95882285,0.9632842
2016-06-01 11:50:00+00:00,0.9757894,0.9602678,0.9650227,0.95645547,0.95879835,0.96326673
2016-06-01 12:00:00+00:00,0.97577846,0.96028686,0.9649308,0.9564607,0.95877016,0.9632454
2016-06-01 12:10:00+00:00,0.97573674,0.9602548,0.96487224,0.95643467,0.95873225,0.9632061
2016-06-01 12:20:00+00:00,0.9757304,0.96023834,0.9648676,0.95642424,0.95871687,0.9631955
2016-06-01 12:30:00+00:00,0.9757273,0.96024156,0.96488476,0.95642734,0.95873046,0.9632023
2016-06-01 12:40:00+00:00,0.9756826,0.9602058,0.96483064,0.9563976,0.9586914,0.96316165
2016-06-01 12:50:00+00:00,0.97564626,0.96020925,0.9648596,0.9563974,0.958693,0.9631611
2016-06-01 13:00:00+00:00,0.97556937,0.96012497,0.96479964,0.9563393,0.95862716,0.96309215
2016-06-01 13:10:00+00:00,0.97549117,0.9600433,0.9647027,0.9562806,0.958555,0.9630146
2016-06-01 13:20:00+00:00,0.97540855,0.95997036,0.96458447,0.9562255,0.9584719,0.9629321
2016-06-01 13:30:00+00:00,0.97533727,0.95991254,0.9644661,0.9561814,0.95839643,0.9628588
2016-06-01 13:40:00+00:00,0.97530174,0.95989037,0.9643785,0.9561641,0.9583519,0.9628173
2016-06-01 13:50:00+00:00,0.9752741,0.95990634,0.96435344,0.95616966,0.9583373,0.96280813
2016-06-01 14:00:00+00:00,0.97522986,0.9599056,0.9642955,0.95616496,0.9582857,0.96277636
2016-06-01 14:10:00+00:00,0.975132,0.95984805,0.96419764,0.9561114,0.95817626,0.96269304
2016-06-01 14:20:00+00:00,0.97499895,0.9596678,0.96400976,0.95597786,0.95795727,0.9625223
2016-06-01 14:30:00+00:00,0.97482634,0.9595063,0.9638258,0.95584613,0.95776296,0.9623535
2016-06-01 14:40:00+00:00,0.97473466,0.959443,0.96368825,0.95577943,0.95768696,0.96226645
2016-06-01 14:50:00+00:00,0.97465396,0.9594201,0.9636444,0.9557487,0.9576601,0.96222544
2016-06-01 15:00:00+00:00,0.9745331,0.95931494,0.9635323,0.9556558,0.9575808,0.9621234
2016-06-01 15:10:00+00:00,0.97444224,0.9592564,0.96346855,0.955606,0.9575391,0.9620625
2016-06-01 15:20:00+00:00,0.9743475,0.9592124,0.9634069,0.9555634,0.95750105,0.9620063
2016-06-01 15:30:00+00:00,0.9742887,0.95918465,0.9633796,0.9555432,0.95747256,0.9619738
2016-06-01 15:40:00+00:00,0.97420084,0.9591327,0.96332216,0.9555074,0.9574189,0.9619163
2016-06-01 15:50:00+00:00,0.974118,0.9590601,0.96328235,0.95545644,0.95736074,0.96185553
2016-06-01 16:00:00+00:00,0.9740006,0.9589746,0.9632225,0.95538914,0.95727634,0.9617726
2016-06-01 16:10:00+00:00,0.9739082,0.95889044,0.9631213,0.95532686,0.95718,0.96168536
2016-06-01 16:20:00+00:00,0.9737296,0.9587419,0.9629508,0.9552014,0.95701444,0.96152765
2016-06-01 16:30:00+00:00,0.9735557,0.95861375,0.9627526,0.9550822,0.956863,0.96137345
2016-06-01 16:40:00+00:00,0.9734093,0.95849335,0.9625735,0.95497626,0.95673895,0.96123827
2016-06-01 16:50:00+00:00,0.9732758,0.95838356,0.9624014,0.9548848,0.95662886,0.9611149
2016-06-01 17:00:00+00:00,0.97315395,0.9582747,0.96224666,0.95480144,0.9565205,0.9609995
2016-06-01 17:10:00+00:00,0.97306144,0.9582237,0.96212053,0.95476097,0.9564496,0.9609233
2016-06-01 17:20:00+00:00,0.9729905,0.95818245,0.9620162,0.954729,0.95638525,0.9608607
2016-06-01 17:30:00+00:00,0.9729234,0.9581394,0.9619553,0.9546973,0.95633805,0.9608108
2016-06-01 17:40:00+00:00,0.9728621,0.95813155,0.96190596,0.9546858,0.95631003,0.960779
2016-06-01 17:50:00+00:00,0.9727979,0.95807266,0.9618088,0.9546412,0.9562463,0.9607134
2016-06-01 18:00:00+00:00,0.9727019,0.9579878,0.96169436,0.95458263,0.95616746,0.9606268
2016-06-01 18:10:00+00:00,0.9726287,0.9579228,0.96159697,0.9545378,0.95610714,0.9605587
2016-06-01 18:20:00+00:00,0.97255695,0.95788646,0.9616047,0.9545122,0.95607674,0.9605274
2016-06-01 18:30:00+00:00,0.972538,0.9578885,0.9616091,0.95452464,0.956072,0.96052635
2016-06-01 18:40:00+00:00,0.9725088,0.9578873,0.9615911,0.9545314,0.9560682,0.9605174
2016-06-01 18:50:00+00:00,0.9723784,0.9577749,0.9614496,0.954443,0.9559431,0.96039784
2016-06-01 19:00:00+00:00,0.9722959,0.95775557,0.961419,0.95441604,0.95590866,0.960359
2016-06-01 19:10:00+00:00,0.97215354,0.9576806,0.9613117,0.9543483,0.9557997,0.9602588
2016-06-01 19:20:00+00:00,0.9720719,0.9577346,0.961331,0.9543717,0.9558309,0.960268
2016-06-01 19:30:00+00:00,0.9720048,0.95778036,0.96133685,0.95438904,0.95585454,0.9602731
2016-06-01 19:40:00+00:00,0.9719287,0.95778704,0.9613427,0.9543835,0.955858,0.96026003
2016-06-01 19:50:00+00:00,0.9718809,0.95779514,0.9613519,0.95438254,0.9558642,0.96025485
2016-06-01 20:00:00+00:00,0.97186303,0.9578078,0.96140933,0.9543978,0.95588773,0.96027315
2016-06-01 20:10:00+00:00,0.9718288,0.9577842,0.9614296,0.95438075,0.95589674,0.960264
2016-06-01 20:20:00+00:00,0.97176576,0.9576602,0.9614351,0.95429254,0.9558689,0.9602045
2016-06-01 20:30:00+00:00,0.9716667,0.95748794,0.96140814,0.9541691,0.9558173,0.96010983
2016-06-01 20:40:00+00:00,0.97163165,0.9573535,0.96147454,0.95408636,0.9558085,0.9600709
2016-06-01 20:50:00+00:00,0.9716089,0.9572028,0.9615663,0.95399266,0.95580494,0.96003515
2016-06-01 21:00:00+00:00,0.9715693,0.9570643,0.9616219,0.95389986,0.95580673,0.9599924
2016-06-01 21:10:00+00:00,0.97156894,0.95691264,0.961743,0.95381206,0.95581543,0.95997036
2016-06-01 21:20:00+00:00,0.9714706,0.95675087,0.9617342,0.95369416,0.9557748,0.9598848
2016-06-01 21:30:00+00:00,0.97130597,0.9565052,0.9616883,0.9535035,0.95570123,0.9597408
2016-06-01 21:40:00+00:00,0.97128177,0.9564396,0.9618014,0.9534788,0.95571804,0.95974386
2016-06-01 21:50:00+00:00,0.9711343,0.95619416,0.96174884,0.95330375,0.9556174,0.9595997
2016-06-01 22:00:00+00:00,0.97089446,0.95592606,0.9615662,0.95308435,0.95546865,0.95938796
2016-06-01 22:10:00+00:00,0.97076404,0.9557632,0.96146786,0.9529654,0.95536494,0.9592651
2016-06-01 22:20:00+00:00,0.97064984,0.95557404,0.9613383,0.9528398,0.95526266,0.95913297
2016-06-01 22:30:00+00:00,0.9705255,0.9553634,0.9611653,0.952707,0.9551399,0.9589802
2016-06-01 22:40:00+00:00,0.9703249,0.95510066,0.96089554,0.95252055,0.9549768,0.9587637
2016-06-01 22:50:00+00:00,0.9701321,0.954867,0.9606619,0.95235544,0.95484084,0.95857143
2016-06-01 23:00:00+00:00,0.9699086,0.95461226,0.9603814,0.9521646,0.9546914,0.95835173
2016-06-01 23:10:00+00:00,0.9696735,0.95439553,0.9601375,0.95199823,0.9545711,0.95815516
2016-06-01 23:20:00+00:00,0.96951103,0.95425344,0.9599992,0.9518969,0.954511,0.95803434
2016-06-01 23:30:00+00:00,0.96932256,0.95409,0.95980906,0.95176566,0.95441973,0.95788133
2016-06-01 23:40:00+00:00,0.96913457,0.9539149,0.9596282,0.95163596,0.95430493,0.9577236
2016-06-01 23:50:00+00:00,0.96898544,0.9537642,0.95945656,0.95152366,0.9542041,0.95758677
2016-06-02 00:00:00+00:00,0.9688455,0.95362043,0.9593096,0.9514187,0.95411164,0.9574612
2016-06-02 00:10:00+00:00,0.968704,0.95345867,0.9591727,0.9513006,0.9540241,0.957332
2016-06-02 00:20:00+00:00,0.96861756,0.95331824,0.9591192,0.9512089,0.9539815,0.95724905
2016-06-02 00:30:00+00:00,0.96853065,0.9530659,0.95915604,0.9510415,0.95395905,0.95715064
2016-06-02 00:40:00+00:00,0.96845233,0.9528866,0.95911014,0.9509159,0.95391345,0.9570557
2016-06-02 00:50:00+00:00,0.9684229,0.9527085,0.95915866,0.95080143,0.95389915,0.95699805
2016-06-02 01:00:00+00:00,0.968367,0.9525403,0.95914924,0.9506852,0.9538698,0.95692235
2016-06-02 01:10:00+00:00,0.9683279,0.95229936,0.95919514,0.9505236,0.9538505,0.95683926
2016-06-02 01:20:00+00:00,0.9683043,0.9523001,0.9591445,0.9505355,0.9538318,0.9568232
2016-06-02 01:30:00+00:00,0.96824896,0.9522301,0.9590733,0.9504834,0.9538038,0.95676786
2016-06-02 01:40:00+00:00,0.9681977,0.9521202,0.95904803,0.95040894,0.9537865,0.95671225
2016-06-02 01:50:00+00:00,0.96818197,0.952083,0.9590311,0.950391,0.9537747,0.95669234
2016-06-02 02:00:00+00:00,0.9681816,0.952075,0.9590862,0.9503971,0.9537997,0.95670795
2016-06-02 02:10:00+00:00,0.96812236,0.9520154,0.9590194,0.9503513,0.9537591,0.9566535
2016-06-02 02:20:00+00:00,0.9680877,0.95199275,0.95895755,0.950339,0.9537333,0.956622
2016-06-02 02:30:00+00:00,0.9680401,0.9519452,0.95889795,0.9503065,0.95370245,0.95657843
2016-06-02 02:40:00+00:00,0.9679861,0.95190275,0.9588047,0.95027435,0.9536578,0.95652515
2016-06-02 02:50:00+00:00,0.96794915,0.95189524,0.95873535,0.9502684,0.9536352,0.9564966
2016-06-02 03:00:00+00:00,0.9678949,0.9518759,0.9586389,0.9502518,0.95359683,0.9564517
2016-06-02 03:10:00+00:00,0.96787584,0.9518771,0.95858264,0.95025706,0.9535761,0.95643365
2016-06-02 03:20:00+00:00,0.96780956,0.9518424,0.95846236,0.95022666,0.9535247,0.9563731
2016-06-02 03:30:00+00:00,0.9677751,0.95183516,0.9583975,0.95021755,0.9534938,0.9563438
2016-06-02 03:40:00+00:00,0.96774924,0.95185864,0.9583349,0.95023227,0.95346117,0.95632726
2016-06-02 03:50:00+00:00,0.96772027,0.9518614,0.95826745,0.950231,0.9534285,0.9563017
2016-06-02 04:00:00+00:00,0.9677044,0.9518744,0.9582176,0.9502406,0.9534104,0.95628947
2016-06-02 04:10:00+00:00,0.96766615,0.95185196,0.95815253,0.95022035,0.9533826,0.9562548
2016-06-02 04:20:00+00:00,0.9676243,0.95182335,0.9580827,0.9501962,0.9533446,0.95621425
2016-06-02 04:30:00+00:00,0.9675696,0.9517878,0.9579836,0.9501679,0.9532893,0.9561596
2016-06-02 04:40:00+00:00,0.967528,0.95181334,0.9578742,0.95018137,0.95326054,0.95613146
2016-06-02 04:50:00+00:00,0.9674798,0.95183015,0.9577656,0.950189,0.953218,0.95609653
2016-06-02 05:00:00+00:00,0.9674407,0.9518286,0.95767593,0.95018446,0.953189,0.95606375
2016-06-02 05:10:00+00:00,0.9674003,0.95181143,0.9575914,0.9501735,0.9531423,0.9560238
2016-06-02 05:20:00+00:00,0.9673623,0.95180583,0.95752275,0.9501663,0.95310485,0.9559924
2016-06-02 05:30:00+00:00,0.967347,0.9518155,0.9574771,0.9501726,0.953082,0.9559789
2016-06-02 05:40:00+00:00,0.9673499,0.95184326,0.9574586,0.9502005,0.9530761,0.95598567
2016-06-02 05:50:00+00:00,0.96731055,0.951836,0.95738375,0.9501919,0.9530343,0.95595133
2016-06-02 06:00:00+00:00,0.96728206,0.95184183,0.95732045,0.9501947,0.953006,0.955929
2016-06-02 06:10:00+00:00,0.96725976,0.95187426,0.95725906,0.9502166,0.95298696,0.95591927
2016-06-02 06:20:00+00:00,0.9672488,0.95191896,0.9572233,0.9502486,0.9529792,0.95592374
2016-06-02 06:30:00+00:00,0.96723676,0.95193815,0.95721364,0.95026666,0.9529635,0.95592374
2016-06-02 06:40:00+00:00,0.9672233,0.9519328,0.95721483,0.95027184,0.9529406,0.9559167
2016-06-02 06:50:00+00:00,0.9672067,0.95192313,0.95724154,0.95027816,0.9529267,0.9559153
2016-06-02 07:00:00+00:00,0.96719146,0.95190895,0.957232,0.9502813,0.9528955,0.9559018
2016-06-02 07:10:00+00:00,0.96716535,0.95196176,0.9572773,0.95031613,0.95292234,0.9559286
2016-06-02 07:20:00+00:00,0.9671217,0.9520203,0.9572735,0.95035046,0.95292586,0.95593834
2016-06-02 07:30:00+00:00,0.9670924,0.952101,0.9572878,0.9504006,0.95294535,0.9559654
2016-06-02 07:40:00+00:00,0.9670695,0.9521948,0.9573122,0.95045984,0.95298266,0.9560038
2016-06-02 07:50:00+00:00,0.9670552,0.9523307,0.9573847,0.9505469,0.9530499,0.95607346
2016-06-02 08:00:00+00:00,0.96706676,0.9524952,0.9574454,0.9506557,0.95311445,0.9561555
2016-06-02 08:10:00+00:00,0.96709514,0.95267653,0.9575968,0.9507742,0.95321906,0.9562723
2016-06-02 08:20:00+00:00,0.96710646,0.9527652,0.9578303,0.95082426,0.95333815,0.95637286
2016-06-02 08:30:00+00:00,0.9671171,0.9528297,0.9580393,0.95085347,0.9534509,0.9564581
2016-06-02 08:40:00+00:00,0.967172,0.9529326,0.9583515,0.9509172,0.95363235,0.95660114
2016-06-02 08:50:00+00:00,0.9671625,0.9529549,0.9586096,0.95091265,0.95374703,0.9566773
2016-06-02 09:00:00+00:00,0.9671446,0.9528856,0.95882034,0.9508517,0.95379543,0.95669955
